epoch;false_negatives_50;false_positives_50;loss;precision_50;true_negatives_50;true_positives_50
88;102.0;19.0;0.3605612814426422;0.9570135474205017;500.0;423.0
89;101.0;21.0;0.35850146412849426;0.9528089761734009;498.0;424.0
90;101.0;21.0;0.35699930787086487;0.9528089761734009;498.0;424.0
91;101.0;20.0;0.3544597327709198;0.954954981803894;499.0;424.0
92;99.0;21.0;0.3526085913181305;0.9530201554298401;498.0;426.0
93;101.0;21.0;0.35063067078590393;0.9528089761734009;498.0;424.0
94;98.0;20.0;0.34819495677948;0.9552572965621948;499.0;427.0
95;98.0;21.0;0.3468036353588104;0.953125;498.0;427.0
96;97.0;21.0;0.34468838572502136;0.9532294273376465;498.0;428.0
97;98.0;18.0;0.34279221296310425;0.9595505595207214;501.0;427.0
98;96.0;21.0;0.34103772044181824;0.95333331823349;498.0;429.0
99;101.0;18.0;0.33945441246032715;0.959276020526886;501.0;424.0
100;96.0;22.0;0.33771249651908875;0.9512194991111755;497.0;429.0
101;98.0;19.0;0.33616921305656433;0.9573991298675537;500.0;427.0
102;97.0;20.0;0.33469927310943604;0.9553571343421936;499.0;428.0
103;98.0;18.0;0.33273038268089294;0.9595505595207214;501.0;427.0
104;91.0;22.0;0.331165075302124;0.9517543911933899;497.0;434.0
105;98.0;18.0;0.3297145962715149;0.9595505595207214;501.0;427.0
106;96.0;18.0;0.32805484533309937;0.9597315192222595;501.0;429.0
107;97.0;18.0;0.326630562543869;0.9596412777900696;501.0;428.0
108;96.0;17.0;0.325104683637619;0.9618834257125854;502.0;429.0
109;96.0;17.0;0.3239074945449829;0.9618834257125854;502.0;429.0
110;92.0;21.0;0.32229307293891907;0.9537444710731506;498.0;433.0
111;94.0;18.0;0.3207484185695648;0.9599109292030334;501.0;431.0
112;90.0;19.0;0.3195582926273346;0.958149790763855;500.0;435.0
113;86.0;20.0;0.3179471790790558;0.9564270377159119;499.0;439.0
114;95.0;18.0;0.3169058561325073;0.9598214030265808;501.0;430.0
115;84.0;21.0;0.31566688418388367;0.9545454382896423;498.0;441.0
116;84.0;20.0;0.3143799304962158;0.9566160440444946;499.0;441.0
117;89.0;18.0;0.31355804204940796;0.9603524208068848;501.0;436.0
118;88.0;19.0;0.31190910935401917;0.9583333134651184;500.0;437.0
119;83.0;21.0;0.3106943964958191;0.9546436071395874;498.0;442.0
120;88.0;20.0;0.3096797466278076;0.9562363028526306;499.0;437.0
121;85.0;20.0;0.3088000416755676;0.95652174949646;499.0;440.0
122;82.0;20.0;0.3072720468044281;0.9568034410476685;499.0;443.0
123;80.0;20.0;0.306354284286499;0.9569892287254333;499.0;445.0
124;84.0;19.0;0.30531585216522217;0.958695650100708;500.0;441.0
125;83.0;19.0;0.3041812479496002;0.9587852358818054;500.0;442.0
126;83.0;20.0;0.3034156858921051;0.9567099809646606;499.0;442.0
127;82.0;18.0;0.3021344542503357;0.9609544277191162;501.0;443.0
128;80.0;21.0;0.30120593309402466;0.954935610294342;498.0;445.0
129;82.0;21.0;0.3003711700439453;0.954741358757019;498.0;443.0
130;80.0;21.0;0.2992649972438812;0.954935610294342;498.0;445.0
131;80.0;20.0;0.2983575463294983;0.9569892287254333;499.0;445.0
132;80.0;21.0;0.29727795720100403;0.954935610294342;498.0;445.0
133;80.0;20.0;0.2966140806674957;0.9569892287254333;499.0;445.0
134;81.0;20.0;0.2955489158630371;0.9568965435028076;499.0;444.0
135;79.0;21.0;0.2950773537158966;0.9550321102142334;498.0;446.0
136;79.0;20.0;0.2942561209201813;0.9570815563201904;499.0;446.0
137;80.0;20.0;0.2931602895259857;0.9569892287254333;499.0;445.0
138;79.0;20.0;0.2921972870826721;0.9570815563201904;499.0;446.0
139;79.0;20.0;0.29152706265449524;0.9570815563201904;499.0;446.0
140;80.0;20.0;0.2905919551849365;0.9569892287254333;499.0;445.0
141;80.0;19.0;0.2899492681026459;0.9590517282485962;500.0;445.0
142;79.0;20.0;0.2893065810203552;0.9570815563201904;499.0;446.0
143;78.0;21.0;0.2886812686920166;0.9551281929016113;498.0;447.0
144;79.0;19.0;0.2878686189651489;0.9591397643089294;500.0;446.0
145;79.0;19.0;0.287016361951828;0.9591397643089294;500.0;446.0
146;79.0;20.0;0.2863495945930481;0.9570815563201904;499.0;446.0
147;79.0;20.0;0.28515157103538513;0.9570815563201904;499.0;446.0
148;79.0;20.0;0.2850268483161926;0.9570815563201904;499.0;446.0
149;81.0;19.0;0.2844432294368744;0.9589632749557495;500.0;444.0
150;78.0;20.0;0.28360238671302795;0.9571734666824341;499.0;447.0
151;78.0;19.0;0.2824455201625824;0.959227442741394;500.0;447.0
152;78.0;21.0;0.2824416160583496;0.9551281929016113;498.0;447.0
153;77.0;20.0;0.2816949784755707;0.9572649598121643;499.0;448.0
154;78.0;19.0;0.28090837597846985;0.959227442741394;500.0;447.0
155;77.0;19.0;0.2806726396083832;0.95931476354599;500.0;448.0
156;77.0;19.0;0.2796747386455536;0.95931476354599;500.0;448.0
157;76.0;19.0;0.27913564443588257;0.9594017267227173;500.0;449.0
158;79.0;19.0;0.2784724533557892;0.9591397643089294;500.0;446.0
159;77.0;18.0;0.27799487113952637;0.9613733887672424;501.0;448.0
160;77.0;19.0;0.2773871123790741;0.95931476354599;500.0;448.0
161;75.0;19.0;0.27673131227493286;0.9594882726669312;500.0;450.0
162;76.0;19.0;0.27626141905784607;0.9594017267227173;500.0;449.0
163;78.0;19.0;0.2755161225795746;0.959227442741394;500.0;447.0
164;76.0;20.0;0.2752131223678589;0.9573560953140259;499.0;449.0
165;76.0;19.0;0.2744627296924591;0.9594017267227173;500.0;449.0
166;74.0;19.0;0.2741297483444214;0.9595744609832764;500.0;451.0
167;76.0;19.0;0.27389219403266907;0.9594017267227173;500.0;449.0
168;72.0;20.0;0.27288109064102173;0.957716703414917;499.0;453.0
169;76.0;19.0;0.27311772108078003;0.9594017267227173;500.0;449.0
170;75.0;19.0;0.2724372148513794;0.9594882726669312;500.0;450.0
171;76.0;19.0;0.2715861201286316;0.9594017267227173;500.0;449.0
172;74.0;20.0;0.27103474736213684;0.9575371742248535;499.0;451.0
173;71.0;20.0;0.27052435278892517;0.9578059315681458;499.0;454.0
174;70.0;20.0;0.26969507336616516;0.9578947424888611;499.0;455.0
175;76.0;18.0;0.26970574259757996;0.9614561200141907;501.0;449.0
176;70.0;20.0;0.2687930762767792;0.9578947424888611;499.0;455.0
177;74.0;21.0;0.2689688503742218;0.9555084705352783;498.0;451.0
178;69.0;21.0;0.2684018611907959;0.955974817276001;498.0;456.0
179;67.0;20.0;0.26818913221359253;0.9581589698791504;499.0;458.0
180;68.0;20.0;0.2673923969268799;0.9580712914466858;499.0;457.0
181;72.0;20.0;0.26737913489341736;0.957716703414917;499.0;453.0
182;68.0;20.0;0.26644352078437805;0.9580712914466858;499.0;457.0
183;67.0;20.0;0.26615676283836365;0.9581589698791504;499.0;458.0
184;69.0;20.0;0.26622819900512695;0.9579831957817078;499.0;456.0
185;68.0;20.0;0.265306293964386;0.9580712914466858;499.0;457.0
186;69.0;21.0;0.2649497985839844;0.955974817276001;498.0;456.0
187;65.0;21.0;0.26325827836990356;0.9563409686088562;498.0;460.0
188;75.0;15.0;0.2636162340641022;0.9677419066429138;504.0;450.0
189;66.0;20.0;0.2634114623069763;0.9582463502883911;499.0;459.0
190;67.0;19.0;0.2636140286922455;0.9601677060127258;500.0;458.0
191;69.0;18.0;0.26278409361839294;0.9620253443717957;501.0;456.0
192;67.0;17.0;0.26238179206848145;0.9642105102539062;502.0;458.0
